"","city","state","postal_code","latitude","longitude","stars","review_count","categories","GoodForKids","RestaurantsReservations","Caters","NoiseLevel","RestaurantsTakeOut","RestaurantsPriceRange2","OutdoorSeating","WiFi","RestaurantsAttire","RestaurantsDelivery","BusinessAcceptsCreditCards","dessert","latenight","lunch","dinner","brunch","breakfast","garage","street","validated","lot","valet","OpenSundays","Open7days","posreview","negreview","posreview2016","negreview2016","posreview2017","negreview2017","posreview2018","negreview2018","checkedin2016","checkedin2017","checkedin2018","checkedin100"
"1022","Charlotte","NC",28204,35.2098341,-80.8356164,3,31,"Fast Food, American (Traditional)","True","False","True",NA,"True","1","False","free","casual","True","True","False","False","False","False","False","False","False","False","False","False","False",1,1,1,2,2,2,1,0,4,1,1,1,1,0
"1023","Verona","WI",53593,42.988796,-89.545401,4.5,92,"Sandwiches, Fast Food","True","False","True","quiet","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",0,0,16,1,9,0,6,0,5,0,1,1,1,1
"1024","Champaign","IL",61822,40.081760817,-88.2961581481,3.5,29,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"True","False","False","True","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1025","Huntersville","NC",28078,35.3704701,-80.8311615,2,8,"Fast Food, American (Traditional)",NA,"False",NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1026","Charlotte","NC",28210,35.1526916,-80.8403747,3.5,10,"Sandwiches, Fast Food",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1027","Charlotte","NC",28273,35.1024898,-80.9857691,3.5,59,"Sandwiches, Fast Food","True","False","True","average","True","2","True","free","casual","True","True","False","False","True","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1028","Huntersville","NC",28078,35.4062675,-80.8643534,3,17,"Sandwiches, Fast Food","True","False",NA,"average","True","1","False",NA,"casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1029","Montgomery","NC",28215,35.2355292586,-80.735678226,4,12,"Sandwiches, Fast Food","True","False",NA,NA,"True","1","False",NA,"casual","False","True","False","False","False","False","False","False","False","False","False","False","False",1,1,3,0,2,0,7,0,3,0,1,1,1,0
"1030","Madison","WI",53714,43.0867933,-89.3068682,3,10,"Fast Food, American (Traditional)","True","False",NA,NA,"True","2","True",NA,"casual","True","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1031","Madison","WI",53703,43.0762598,-89.4000038,4,8,"Sandwiches, Fast Food","True","False","False","average","True","1","True","free","casual",NA,"True","False","False","False","False","False","False",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1032","Charlotte","NC",28277,35.0391005,-80.7943885,3,28,"Sandwiches, Fast Food","True","False","True","average","True","2","True","free","casual","True","True","False","False","True","False","False","False","False","False","False","False","False",0,0,6,0,3,0,3,1,10,0,1,1,1,0
"1033","Kannapolis","NC",28083,35.4500062867,-80.6088687479,3,9,"Fast Food, American (Traditional)","True","False",NA,"average",NA,"1","False",NA,"casual","False","True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1034","Champaign","IL",61820,40.1113775415,-88.2304946461,4,69,"Fast Food, American (Traditional)","True","False","True","average","True","1","False","no","casual","False","True","False","False","True","True","False","False","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1035","Verona","WI",53719,42.9938254152,-89.52383406,2.5,9,"Fast Food, American (Traditional)","True","False","False","loud","True","1","True","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1036","De Forest","WI",53532,43.1839751,-89.3229601,4,77,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","no","casual","False","True","True","False","True","False","False","True","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1037","Charlotte","NC",28208,35.2288654,-80.9237331,2,29,"Fast Food, American (Traditional)","True","False","False","very_loud","True","1","True","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1038","Charlotte","NC",28227,35.21064,-80.69726,2,9,"Fast Food, American (Traditional)","True","False","False","very_loud","True","1","False","no","casual","False","True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0
"1039","Champaign","IL",61820,40.1112203703,-88.2290604075,4,158,"Fast Food, American (Traditional)","True","False","False","loud","True","1","False","no","casual","False","True","False","False","True","True","False","False","False","True","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1040","Charlotte","NC",28208,35.2397877,-80.9181382,3.5,81,"Southern, Breakfast & Brunch","True","False","True","average","True","1","False","no","casual","False","True","False","False","True","True","True","True","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1041","Charlotte","NC",28216,35.3500065386,-80.8578350767,1.5,20,"Fast Food, American (Traditional)","True","False","False",NA,"True","1","False",NA,"casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,3,0,NA,NA,7,1,2,3,1,1,1,0
"1042","Gastonia","NC",28054,35.2540313,-81.1785179,2,25,"Fast Food, American (Traditional)","True","True","False","very_loud","True","2","False","no","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1043","Monticello","IL",61856,40.024442,-88.571378,3.5,26,"American (Traditional), Nightlife","True","True",NA,"average","True","2","True","free","casual","False","True","False","False","False","False","False","False","False","True","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1044","Charlotte","NC",28204,35.213184074,-80.8350910945,3.5,189,"Southern, Breakfast & Brunch","True","False","True","average","True","1","True","free","casual","False","True","False","False","True","False","False","False","True","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1045","Fitchburg","WI",53719,43.0146735758,-89.4753507621,3,30,"American (Traditional), Nightlife","False","False","False","average","True","1","True","free","casual","False","True","False","False","True","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1046","Indian Trail","NC",28079,35.0768908,-80.6518543,2.5,6,"Fast Food, American (Traditional)","True","False",NA,"average","True","1",NA,NA,"casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"1047","Huntersville","NC",28078,35.4083808,-80.8540172,2.5,12,"Fast Food, American (Traditional)","True","False","False","very_loud","True","1","False","free","casual","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1048","Pineville","NC",28134,35.083984,-80.882776,4,91,"Fast Food, American (Traditional)","True","True","True","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1049","Champaign","IL",61821,40.136796,-88.245076,3,72,"Fast Food, American (Traditional)","True","True","False","average","True","3","False","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1050","Charlotte","NC",28203,35.1965733,-80.8510552,3,21,"Sandwiches, Fast Food","True","False","True","quiet","True","2","False",NA,"casual","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1051","Charlotte","NC",28207,35.197518,-80.825545,4,122,"Fast Food, American (Traditional)","True","False","True","average","True","2","True","free","casual","False","True","False","False","False","True","False","False","False","True","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1052","Charlotte","NC",28203,35.210017,-80.855878,3.5,276,"Fast Food, American (Traditional)","True","False","False","average","True","2","False","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1053","Champaign","IL",61821,40.0979104613,-88.2938878146,1.5,12,"Fast Food, American (Traditional)","True","False","False","loud","True","1","False","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1054","Charlotte","NC",28205,35.2104796,-80.7818169,3,7,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","free","casual","False","True","False","False","True","False","False","False","False","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1055","Charlotte","NC",28216,35.348121,-80.858506,4,44,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1056","Urbana","IL",61801,40.1068411,-88.2218579,3.5,51,"Fast Food, American (Traditional)","True","False","True","average","True","1","False","free","casual","True","True","False","True","False","False","True","True","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1057","Verona","WI",53593,42.9295946,-89.5254677,4,14,"Fast Food, American (Traditional)","True","False",NA,"quiet","True","1","True","no","casual",NA,NA,NA,NA,NA,NA,NA,NA,"False","True","False","False","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"1058","Oregon","WI",53575,42.918383,-89.371889,4,26,"Fast Food, American (Traditional)","True","False","True","average","True","2","True","no","casual","True","True","True","False","False","True","False","False","False","False","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1059","Gastonia","NC",28054,35.2686658,-81.1462827,3.5,83,"Fast Food, American (Traditional)","True","False","True","average","True","2","False","no","casual","False","True","True","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1060","Charlotte","NC",28277,35.0226574,-80.8472311,4.5,6,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1061","Charlotte","NC",28205,35.21827,-80.8118,4.5,58,"Coffee & Tea, Cafes","True","False",NA,NA,"False","1","True","free","casual","False","True","False","False","False","False","False","True","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1062","Charlotte","NC",28205,35.2201453759,-80.8072895722,4,151,"Fast Food, American (Traditional)","True","True","True","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","True","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1063","Madison","WI",53711,43.0495471,-89.4740771,4,107,"Fast Food, American (Traditional)","True","True","True","quiet","True","2","False","no","casual","True","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1064","Charlotte","NC",28210,35.152861,-80.8398047,2.5,338,"American (Traditional), Nightlife","True","False","True","loud","True","2","True","free","casual","False","True","False","False","True","True","False","False","True","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1065","Charlotte","NC",28277,35.029324,-80.850153,3.5,34,"Fast Food, American (Traditional)","True","True","True","quiet","True","2","False","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1066","Middleton","WI",53562,43.0906254,-89.5255967,4,91,"Fast Food, American (Traditional)","True","False","True","quiet","True","1","False","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,17,0,39,2,26,0,15,2,1,1,1,0
"1067","Charlotte","NC",28269,35.3432482,-80.7690779,3,28,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","free","casual","True","True","False","False","False","False","False","False",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1068","Charlotte","NC",28277,35.0622318,-80.7733554,4.5,16,"Sandwiches, Fast Food","True","False","True","average","True","1","True","no","casual","False","True","False","False","False","False","True","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1069","Savoy","IL",61874,40.070305,-88.249625,1.5,5,"Sandwiches, Fast Food",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"1070","Concord","NC",28025,35.4090355,-80.5797955,4.5,36,"Fast Food, American (Traditional)","True","False","True","average","True","1","False","free","casual","False","True","False","False","True","False","False","False","False","True","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1071","Charlotte","NC",28226,35.0882299,-80.8457038,4,74,"Coffee & Tea, Cafes",NA,NA,"False",NA,"False","3","False","free",NA,NA,"True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1072","Charlotte","NC",28207,35.200325,-80.824611,4,143,"Nightlife, Bars","False","True","False","average","True","3","False","no","casual","False","True","False","False","False","True","False","False","False","False","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1073","Charlotte","NC",28269,35.334731767,-80.7914621176,3.5,87,"Fast Food, American (Traditional)","True","True","True","average","True","2","True","free","casual","True","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1074","Charlotte","NC",28210,35.1791621289,-80.8828282356,2.5,19,"Fast Food, American (Traditional)","True","False",NA,"average","True","1","False","no","casual","False","True","False","False","True","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1075","Champaign","IL",61820,40.1373077478,-88.2400815226,5,5,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"1076","Madison","WI",53705,43.0747426,-89.4442252,3.5,93,"Fast Food, American (Traditional)","True","False","True","average","True","3","True","no","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1077","Charlotte","NC",28273,35.1050414819,-80.9898836505,4,315,"Southern, Breakfast & Brunch","True","False","True","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1078","Charlotte","NC",28269,35.3503227234,-80.8428878784,3.5,19,"Fast Food, American (Traditional)","True","True","True","average","True","1","True","free","casual","True","True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1079","Charlotte","NC",28205,35.2350664,-80.7878526,4,79,"Sandwiches, Fast Food","True","True","True","average","True","2","True","free","casual","False","True","False","False","True","True","True","False","False","False","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1080","Madison","WI",53705,43.0759110665,-89.4548245015,2,8,"Fast Food, American (Traditional)","True","False",NA,NA,"True",NA,"True","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,1,0,1,0,NA,NA,1,1,1,0
"1081","Madison","WI",53715,43.0730787,-89.4092156,3.5,47,"American (Traditional), Nightlife","False","False","False","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","True","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1082","Charlotte","NC",28215,35.23669,-80.7745024,4.5,345,"Fast Food, American (Traditional)","True","True","False","average","True","2","False","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,0,68,2,40,2,48,0,54,1,1,1,1,1
"1083","Concord","NC",28027,35.3752008,-80.729887,4,9,"Sandwiches, Fast Food","True","False","True","average","True","2","False",NA,"casual",NA,"True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,1,0,3,0,0,1,1,0
"1084","Charlotte","NC",28202,35.2282036723,-80.8464987203,3.5,51,"Nightlife, Bars","False","True","True",NA,"True","2","False","free","dressy","False","True","False","False","False","False","False","False","True","True","False","False","False",1,1,2,0,NA,NA,11,1,8,2,0,1,1,0
"1085","Madison","WI",53704,43.0922759,-89.355528,4,283,"Coffee & Tea, Cafes","True","True","False","average","True","2","True","no","casual","False","True","False","False","True","True","False","False","False","True","False","False","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1086","Madison","WI",53715,43.0678133,-89.3994177,3.5,19,"American (Traditional), Nightlife","False","False",NA,"quiet","True","1","False","free","casual","False","True","False","False","False","False","False","False","False","True","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"1087","Matthews","NC",28104,35.1417921019,-80.6236691773,2.5,18,"Fast Food, American (Traditional)","True","False","False","average","True","1","True","free","casual","False","True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1088","Madison","WI",53705,43.07572,-89.44916,2.5,32,"Fast Food, American (Traditional)","True","False","True","average","True","1","False","free","casual","False","True","False","False","True","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1089","Charlotte","NC",28212,35.20255,-80.73531,1.5,9,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1",NA,NA,"casual","False","True","False","False","False","False","False","False",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1090","Charlotte","NC",28213,35.2601965269,-80.7740629837,3.5,4,"Fast Food, American (Traditional)","True",NA,NA,"average","True","1","False",NA,"casual",NA,"True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,3,0,1,0,0,1,1,0
"1091","Charlotte","NC",28204,35.215054,-80.83331,2.5,14,"Coffee & Tea, Cafes",NA,NA,NA,NA,"True","2","False","free",NA,NA,"True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1092","Matthews","NC",28104,35.068615,-80.7009966,4.5,83,"Fast Food, American (Traditional)","True","True","True","quiet","True","2","True","free","casual","False","True","False","False","False","False","False","False","False","False","False","False","False",1,1,25,0,NA,NA,42,0,35,0,0,1,1,0
"1093","Charlotte","NC",28206,35.2549951,-80.8021771,1.5,7,"Fast Food, American (Traditional)","True","False",NA,"average","True","1","False",NA,"casual","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
"1094","Middleton","WI",53562,43.0935719,-89.4923464,2.5,34,"Fast Food, American (Traditional)","True","False","False","average","True","1","True","no","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"1095","Charlotte","NC",28205,35.244224,-80.7800929,4.5,35,"Sandwiches, Fast Food","True","False","True","average","True","1","False","no","casual","False","True","False","False","True","False","False","False","False","False","False","True","False",0,0,3,0,4,0,6,0,4,0,1,1,0,0
"1096","Denver","NC",28037,35.4436281,-80.9904744,3,4,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1097","Charlotte","NC",28202,35.2253792,-80.8419644,3,66,"Nightlife, Bars","False","False","False","very_loud","False","2","True","free","casual","False","True","False","False","False","False","False","False","True","False","False","False","True",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1098","Matthews","NC",28105,35.1355461,-80.7128656,4,32,"Fast Food, American (Traditional)","True","False","False","quiet","True","1","False","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1099","Kannapolis","NC",28081,35.467842,-80.6238893,3.5,7,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1",NA,"free","casual","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0,NA,NA,0,0,0,0
"1100","Charlotte","NC",28269,35.3719981257,-80.7835740481,4,26,"Coffee & Tea, Cafes","True","False","False","quiet","True","2","True","free","casual","False","True","False","False","False","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1101","Charlotte","NC",28205,35.2046128807,-80.8085793933,3.5,58,"Nightlife, Bars","True","False",NA,"average","True","1","True","no","casual","False","True","False","False","False","True","False","False","False","False","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1102","Stoughton","WI",53589,42.9166406,-89.215992,3.5,27,"Nightlife, Bars","True","True",NA,"quiet","True","2","False","no","casual","False","True",NA,NA,NA,NA,NA,NA,"False","True","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1103","Charlotte","NC",28277,35.0983168717,-80.7809628146,2.5,15,"Fast Food, American (Traditional)","True","False",NA,NA,"True","2","True","free","casual","False","True","False","False","False","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1104","Madison","WI",53715,43.0615157,-89.400391,3,106,"Fast Food, American (Traditional)","True","False","True","average","True","1","False","no","casual","False","True","False","True","False","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1105","Charlotte","NC",28207,35.1864682,-80.8220131,4.5,104,"Fast Food, American (Traditional)","True","False",NA,"quiet","True","2","False",NA,"casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1106","Charlotte","NC",28213,35.2973220045,-80.74729084,2.5,17,"Fast Food, American (Traditional)","True","False",NA,NA,"True",NA,"False",NA,NA,"False","True","False","False","False","False","False","False","False","False","False","False","False",1,1,2,0,NA,NA,1,0,8,0,0,1,1,0
"1107","Charlotte","NC",28277,35.0662547,-80.7724494,4.5,344,"Fast Food, American (Traditional)","True","False","False","average","True","2","True","free","casual","False","True","True","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1108","Charlotte","NC",28209,35.1709628,-80.8483093,4.5,671,"Nightlife, Bars","False","False","False","average","False","2","False","no","casual","False","True","False","False","False","True","False","False","False","True","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1109","Gastonia","NC",28054,35.2322636,-81.1675409,3.5,9,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1","False",NA,"casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"1110","Charlotte","NC",28262,35.3132486656,-80.7432008319,2.5,82,"Fast Food, American (Traditional)","True","False","True","loud","True","1","True","free","casual","False","True","False","False","True","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1111","Waunakee","WI",53597,43.150747,-89.415007,4,61,"Nightlife, Bars","True","False","True","average","True","1","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1112","Madison","WI",53718,43.0627259969,-89.2967988923,3.5,9,"Sandwiches, Fast Food","True","False","True","average","True","1","True",NA,NA,NA,"True","False","False","False","False","False","False","False","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1113","Madison","WI",53703,43.0766991,-89.374957,3.5,156,"Fast Food, American (Traditional)","True","False","True","average","True","1","False","no","casual","True","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1114","Middleton","WI",53562,43.1407496,-89.5211137,4,12,"American (Traditional), Nightlife","False","False",NA,"average","True","1","False",NA,"casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1115","Madison","WI",53719,43.0162232238,-89.5103274509,2.5,25,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1","False",NA,"casual","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"1116","Charlotte","NC",28203,35.2143506,-80.8575412,4,378,"Southern, Breakfast & Brunch","True","False","True","average","True","1","False","no","casual","False","False","False","False","True","False","False","False","False","True","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1117","Charlotte","NC",28217,35.1763866,-80.8800003,4,23,"Fast Food, American (Traditional)","True","False","True","average","True","1","False","no","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"1118","Charlotte","NC",28208,35.219378,-80.945041,2.5,49,"Fast Food, American (Traditional)","True","False","False","loud","True","2","False","free","casual","False","True","False","False","False","True","False","True","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1119","Cottage Grove","WI",53527,43.104595,-89.198601,4.5,6,"Fast Food, American (Traditional)","True","False","False",NA,"True",NA,NA,NA,"casual","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1120","Charlotte","NC",28213,35.2946040657,-80.7480016351,1.5,18,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1","False","free","casual",NA,"True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1121","Charlotte","NC",28213,35.2589745134,-80.7768206374,2,4,"Fast Food, American (Traditional)","True","False",NA,"quiet","True","1","False","no","casual","False","True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1122","Madison","WI",53719,43.0552755,-89.5059138,2,57,"American (Traditional), Nightlife","True","True",NA,NA,"True","2","False","no","casual","False","True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1123","Charlotte","NC",28203,35.203872,-80.838296,4,5,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1","False","None","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
